Ortholog	Version	Category	Description
COG2718	5.0	S	Protein of unknown function (DUF444)
COG3109	5.0	T	RNA strand-exchange activity
COG3109	5.0	T	RNA chaperone with significant RNA binding, RNA strand exchange and RNA duplexing activities
COG2162	5.0	Q	N-hydroxyarylamine O-acetyltransferase activity
COG2162	5.0	Q	arylamine N-acetyltransferase activity
COG1656	5.0	S	Mut7-C RNAse domain
COG1656	5.0	F	Mut7-C RNAse domain
COG0279	5.0	G	D-glycero-D-manno-heptose 7-phosphate biosynthetic process
COG0279	5.0	G	D-glycero-D-manno-heptose 7-phosphate metabolic process
COG4254	5.0	S	FecR protein
COG4254	5.0	UW	PFAM FecR protein
COG1879	5.0	G	carbohydrate transport
COG1879	5.0	G	ABC-type sugar transport system periplasmic component
COG0394	5.0	T	protein tyrosine phosphatase activity
COG0394	5.0	T	Belongs to the low molecular weight phosphotyrosine protein phosphatase family
33VNM	5.0	S	Protein of unknown function (DUF1488)
32S8H	5.0	S	NA
COG1263	5.0	G	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
COG1263	5.0	G	PTS System
COG1264	5.0	G	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
COG3113	5.0	Q	response to antibiotic
COG3113	5.0	S	response to antibiotic
COG2989	5.0	S	peptidoglycan L,D-transpeptidase activity
COG2989	5.0	T	Protein conserved in bacteria
COG1419	5.0	N	SRP-dependent cotranslational protein targeting to membrane
COG1419	5.0	N	protein localization to endoplasmic reticulum
COG4972	5.0	NU	carbon utilization
COG4972	5.0	NU	Pilus assembly protein
COG0584	5.0	C	glycerophosphoryl diester phosphodiesterase
COG0584	5.0	C	glycerophosphodiester phosphodiesterase activity
COG2159	5.0	S	negative regulation of quinolinate biosynthetic process
COG2159	5.0	E	amidohydrolase
33UTM	5.0	S	NA
COG4539	5.0	S	sphingoid catabolic process
COG4539	5.0	S	Membrane
COG0609	5.0	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
COG0609	5.0	P	iron ion homeostasis
32RRR	5.0	S	Protein of unknown function (DUF3175)
COG1307	5.0	K	EDD domain protein, DegV family
COG1307	5.0	S	lipid binding
COG1871	5.0	NT	protein-glutamine glutaminase activity
COG1871	5.0	NT	Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis
COG1820	5.0	G	N-acetylglucosamine-6-phosphate deacetylase activity
COG1820	5.0	G	Belongs to the metallo-dependent hydrolases superfamily. NagA family
COG0367	5.0	E	asparagine synthase (glutamine-hydrolyzing) activity
COG0367	5.0	E	asparagine synthase
33FWJ	5.0	S	NA
33UGF	5.0	S	NA
COG0678	5.0	O	peroxiredoxin activity
COG0695	5.0	O	protein disulfide oxidoreductase activity
COG0695	5.0	O	Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins
COG4166	5.0	E	peptide transport
COG4166	5.0	E	transmembrane transport
COG4341	5.0	Q	dioxygenase activity
COG4341	5.0	S	NA
COG3165	5.0	S	ubiquinone biosynthetic process from chorismate
34802	5.0	S	NA
COG4267	5.0	M	Membrane
COG4267	5.0	S	Putative exopolysaccharide Exporter (EPS-E)
COG4206	5.0	H	TonB-dependent receptor
COG4206	5.0	H	cobalamin-transporting ATPase activity
33VA5	5.0	S	Domain of unknown function (DUF4123)
COG1276	5.0	P	copper ion transport
COG1276	5.0	P	copper resistance
COG3657	5.0	S	NA
COG3657	5.0	K	addiction module killer protein
COG2836	5.0	S	Cytochrome C biogenesis protein transmembrane region
COG2836	5.0	K	Biogenesis protein
COG0123	5.0	BQ	NAD-dependent histone deacetylase activity (H3-K14 specific)
COG0123	5.0	BQ	including yeast histone deacetylase and acetoin utilization protein
COG3791	5.0	E	Glutathione-dependent formaldehyde-activating
COG3791	5.0	S	Glutathione-dependent formaldehyde-activating
COG1705	5.0	NU	Flagellar rod assembly protein muramidase FlgJ
COG1705	5.0	NU	amidase activity
COG3951	5.0	MNO	bacterial-type flagellum organization
COG3951	5.0	MNO	Flagellar rod assembly protein muramidase FlgJ
COG0208	5.0	F	ribonucleoside-diphosphate reductase activity
COG0208	5.0	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
COG3317	5.0	M	Gram-negative-bacterium-type cell outer membrane assembly
COG3568	5.0	S	hemolysis in other organism
COG3568	5.0	N	Endonuclease Exonuclease Phosphatase
COG2969	5.0	S	positive regulation of protein catabolic process
COG2969	5.0	S	ATPase binding
33WDA	5.0	S	NA
COG3850	5.0	T	Histidine kinase
COG3850	5.0	T	phosphorelay sensor kinase activity
COG4309	5.0	S	Uncharacterized conserved protein (DUF2249)
COG4309	5.0	D	conserved protein (DUF2249)
COG3298	5.0	L	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
32SHU	5.0	S	Domain of unknown function (DUF2760)
COG4398	5.0	S	FIST_C
COG4398	5.0	E	FIST C domain
COG0800	5.0	G	Aldolase
COG0800	5.0	G	2-dehydro-3-deoxy-phosphogluconate aldolase activity
33XHK	5.0	S	NA
COG0268	5.0	J	Binds directly to 16S ribosomal RNA
COG0268	5.0	J	rRNA binding
COG1853	5.0	K	conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family
COG1853	5.0	S	FMN binding
COG5605	5.0	S	Prokaryotic Cytochrome C oxidase subunit IV
342Z0	5.0	S	NA
COG1305	5.0	E	Transglutaminase-like
COG1305	5.0	E	Transglutaminase-like superfamily
COG0181	5.0	H	hydroxymethylbilane synthase activity
341UV	5.0	S	NA
COG4312	5.0	K	Protein conserved in bacteria
COG4312	5.0	S	Bacterial protein of unknown function (DUF899)
COG0110	5.0	HJ	maltose O-acetyltransferase activity
COG0110	5.0	S	O-acyltransferase activity
COG0537	5.0	FG	adenosine 5'-monophosphoramidase activity
COG0537	5.0	FG	bis(5'-adenosyl)-triphosphatase activity
318N8	5.0	S	Beta protein
COG1633	5.0	I	Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)
COG1633	5.0	S	Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)
COG3779	5.0	E	Protein conserved in bacteria
COG3779	5.0	S	protein conserved in bacteria
2ZANB	5.0	S	PRTRC system protein B
34AX6	5.0	S	NA
32RXQ	5.0	S	Protein of unknown function (DUF2946)
33T5W	5.0	S	NA
COG3832	5.0	S	NA
COG3832	5.0	J	glyoxalase III activity
COG4973	5.0	D	Belongs to the 'phage' integrase family. XerC subfamily
COG4973	5.0	D	DNA integration
COG2246	5.0	JM	polysaccharide biosynthetic process
COG2246	5.0	S	polysaccharide biosynthetic process
COG3636	5.0	K	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD
COG3636	5.0	K	NA
COG2132	5.0	Q	copper ion binding
COG2132	5.0	Q	Multicopper oxidase
COG4544	5.0	S	DNA repair
COG4544	5.0	L	Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division
COG1208	5.0	JM	nucleotidyltransferase activity
COG1208	5.0	JM	COG1208 Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B, gamma epsilon subunits eIF-2Bgamma eIF-2Bepsilon
33W6A	5.0	S	NA
COG1607	5.0	I	acyl-CoA hydrolase activity
COG1607	5.0	I	acyl-coa hydrolase
COG0463	5.0	M	transferase activity, transferring glycosyl groups
COG0463	5.0	M	Glycosyl transferase, family 2
32QZV	5.0	S	NA
COG3306	5.0	M	transferase activity, transferring glycosyl groups
COG3306	5.0	M	glycosyltransferase involved in LPS biosynthesis
32Z81	5.0	S	pyrroloquinoline quinone biosynthesis protein D
COG0661	5.0	S	ubiquinone biosynthetic process
COG0661	5.0	I	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis
COG0725	5.0	P	ABC transporter, periplasmic molybdate-binding protein
COG0725	5.0	P	tungstate binding
COG0132	5.0	H	dethiobiotin synthase activity
COG0132	5.0	H	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring
COG2015	5.0	Q	dodecyl sulfate metabolic process
COG2015	5.0	Q	COG2015, Alkyl sulfatase and related hydrolases
2Z8BP	5.0	S	Protein of unknown function (DUF2863)
33A1K	5.0	S	Sulphur transport
COG2065	5.0	F	Also displays a weak uracil phosphoribosyltransferase activity which is not physiologically significant
COG2065	5.0	F	uracil phosphoribosyltransferase activity
33UT3	5.0	S	NA
COG0577	5.0	V	efflux transmembrane transporter activity
COG3741	5.0	E	N-formylglutamate amidohydrolase
COG5652	5.0	V	VanZ like family
COG5652	5.0	S	NA
COG2853	5.0	M	intermembrane phospholipid transfer
COG2853	5.0	M	Lipoprotein
COG0415	5.0	L	DNA photolyase activity
COG0415	5.0	L	Belongs to the DNA photolyase family
COG1626	5.0	G	Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system
COG1626	5.0	G	alpha,alpha-trehalase activity
337CE	5.0	K	NA
COG4986	5.0	P	PFAM binding-protein-dependent transport systems inner membrane component
COG4986	5.0	P	Binding-protein-dependent transport system inner membrane component
332BV	5.0	S	NA
338D7	5.0	S	NA
341KX	5.0	S	NA
COG3290	5.0	T	protein histidine kinase activity
COG1320	5.0	P	monovalent cation:proton antiporter activity
COG0065	5.0	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate
COG0065	5.0	E	3-isopropylmalate dehydratase activity
COG1197	5.0	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site
COG1197	5.0	L	transcription-coupled nucleotide-excision repair, DNA damage recognition
COG2133	5.0	G	pyrroloquinoline quinone binding
COG5424	5.0	H	pyrroloquinoline-quinone synthase activity
COG5424	5.0	H	Ring cyclization and eight-electron oxidation of 3a-(2- amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline- 7,9-dicarboxylic-acid to PQQ
33AYA	5.0	S	Protein of unknown function (DUF3293)
33TBI	5.0	S	NA
COG3516	5.0	S	type VI secretion protein
COG3516	5.0	K	type VI secretion protein
COG4662	5.0	P	Binding-protein-dependent transport system inner membrane component
COG3332	5.0	I	Transport and Golgi organisation 2
COG3332	5.0	S	Transport and Golgi organisation 2
COG2847	5.0	S	Copper chaperone PCu(A)C
COG2847	5.0	P	Copper chaperone PCu(A)C
2Z9WS	5.0	S	Domain of unknown function (DUF1839)
COG1426	5.0	O	Protein conserved in bacteria
COG1426	5.0	S	sequence-specific DNA binding
COG5126	5.0	DTZ	Calcium-binding protein
COG5126	5.0	DTZ	Ca2 -binding protein (EF-Hand superfamily
COG4967	5.0	NU	NA
COG4967	5.0	NU	type IV pilus modification protein PilV
34B8I	5.0	S	NA
COG1570	5.0	L	exodeoxyribonuclease VII activity
COG0406	5.0	G	fructose 2,6-bisphosphate metabolic process
COG0406	5.0	G	alpha-ribazole phosphatase activity
COG3279	5.0	KT	Response regulator of the LytR AlgR family
COG3279	5.0	KT	phosphorelay signal transduction system
COG3518	5.0	S	anti-sigma factor antagonist activity
COG2818	5.0	L	Glycosylase
COG2818	5.0	L	DNA-3-methyladenine glycosylase activity
COG0608	5.0	L	5'-3' exonuclease activity
COG0608	5.0	L	single-stranded DNA 5'-3' exodeoxyribonuclease activity
COG1009	5.0	CP	NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter, MnhA subunit
33YSN	5.0	S	NA
COG0116	5.0	L	Belongs to the methyltransferase superfamily
COG0116	5.0	L	23S rRNA (guanine(2445)-N(2))-methyltransferase activity
333VA	5.0	S	NA
COG4235	5.0	O	cytochrome complex assembly
COG3777	5.0	K	bacterial-type RNA polymerase transcription factor activity, metal ion regulated sequence-specific DNA binding
COG3777	5.0	S	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
COG3156	5.0	U	type II secretion system protein K
COG3156	5.0	U	protein secretion
3461W	5.0	S	NA
COG3626	5.0	P	phosphonate metabolism
COG3626	5.0	P	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
COG1198	5.0	L	Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA
COG1198	5.0	L	DNA replication, synthesis of RNA primer
COG0473	5.0	CE	3-isopropylmalate dehydrogenase activity
COG0470	5.0	L	DNA polymerase III
COG0470	5.0	L	replication factor c
34A3M	5.0	S	NA
33T58	5.0	S	NA
COG0400	5.0	O	carboxylic ester hydrolase activity
COG0400	5.0	S	palmitoyl-(protein) hydrolase activity
2ZSDJ	5.0	S	Motility quorum-sensing regulator, toxin of MqsA
COG2841	5.0	S	Protein conserved in bacteria
COG2841	5.0	S	Protein of unknown function (DUF465)
COG1304	5.0	C	FMN binding
COG3307	5.0	M	lipopolysaccharide core region biosynthetic process
COG3307	5.0	M	-O-antigen
COG0580	5.0	G	Belongs to the MIP aquaporin (TC 1.A.8) family
COG0580	5.0	U	water channel activity
COG4264	5.0	Q	siderophore biosynthetic process
COG4264	5.0	Q	IucA IucC family
33X37	5.0	S	NA
COG0797	5.0	M	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides
COG0797	5.0	M	peptidoglycan binding
COG3619	5.0	E	membrane
COG3619	5.0	S	Protein of unknown function (DUF1275)
COG1051	5.0	F	belongs to the nudix hydrolase family
COG1051	5.0	F	GDP-mannose mannosyl hydrolase activity
COG0389	5.0	L	damaged DNA binding
COG0389	5.0	L	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII
COG1966	5.0	T	Carbon starvation protein
COG3263	5.0	P	regulation of cellular component size
COG3263	5.0	P	cell volume homeostasis
COG5499	5.0	K	transcription regulator containing HTH domain
COG0662	5.0	G	ectoine synthase activity
COG0662	5.0	G	Cupin 2, conserved barrel domain protein
33UB2	5.0	S	NA
COG3131	5.0	P	Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs)
COG3131	5.0	P	carbohydrate binding
COG4392	5.0	S	branched-chain amino acid
COG4392	5.0	E	branched-chain amino acid
32TCY	5.0	S	NA
2ZSM0	5.0	S	NA
COG1466	5.0	L	dna polymerase III delta subunit
COG1466	5.0	L	DNA-directed DNA polymerase activity
2ZHVB	5.0	S	NA
COG2153	5.0	S	transferase activity, transferring acyl groups
COG2153	5.0	K	protein acetylation
COG1587	5.0	H	Uroporphyrinogen-III synthase
COG1587	5.0	H	uroporphyrinogen-III synthase activity
COG2959	5.0	H	spore germination
COG2959	5.0	H	enzyme of heme biosynthesis
2ZFMV	5.0	S	NA
33PEG	5.0	S	NA
2ZDDC	5.0	S	NA
32QXD	5.0	S	NA
COG2516	5.0	S	Elongator protein 3, MiaB family, Radical SAM
COG2516	5.0	K	radical SAM
COG4643	5.0	S	NA
COG4643	5.0	P	DNA integration
COG0762	5.0	S	integral membrane protein
COG0762	5.0	D	integral membrane protein
2ZPQJ	5.0	S	NA
COG2984	5.0	T	ABC transporter substrate binding protein
COG2984	5.0	S	ABC transporter substrate binding protein
COG0587	5.0	L	DNA-directed DNA polymerase activity
2ZBX5	5.0	S	Protein of unknown function (DUF3025)
COG0645	5.0	GK	Protein conserved in bacteria
COG0645	5.0	S	AAA domain
COG0687	5.0	E	Required for the activity of the bacterial periplasmic transport system of putrescine
COG5581	5.0	M	Acts as a flagellar brake, regulating swimming and swarming in a bis-(3'-5') cyclic diguanylic acid (c-di-GMP)- dependent manner. Binds 1 c-di-GMP dimer per subunit. Increasing levels of c-di-GMP lead to decreased motility
COG5581	5.0	M	regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed
COG2142	5.0	C	Succinate dehydrogenase hydrophobic membrane anchor
COG2142	5.0	C	succinate dehydrogenase activity
2Z9TC	5.0	S	NA
COG4772	5.0	P	siderophore transport
COG4772	5.0	P	TonB-dependent receptor
