## Mon Jun 14 10:31:56 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --temp_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_2rpcpd43/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A4P6WUC5|A0A4P6WUC5_HYDPS	1234364.AMSF01000015_gene3352	9.4e-36	156.4	COG1765@1|root,COG1765@2|Bacteria	2|Bacteria	O	OsmC-like protein	-	-	-	-	-	-	-	-	-	-	-	-	OsmC,TusA
tr|A0A4P6WXS8|A0A4P6WXS8_HYDPS	1265502.KB905934_gene3240	5.5e-100	370.9	COG0834@1|root,COG0834@2|Bacteria,1MV5D@1224|Proteobacteria,2VIWR@28216|Betaproteobacteria,4AD6U@80864|Comamonadaceae	28216|Betaproteobacteria	ET	Extracellular solute-binding protein	-	-	-	ko:K10001	ko02010,ko02020,map02010,map02020	M00230	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.19,3.A.1.3.4	-	-	SBP_bac_3
tr|A0A4P6WZE6|A0A4P6WZE6_HYDPS	1408164.MOLA814_02172	1.7e-30	138.3	COG0228@1|root,COG0228@2|Bacteria,1MZCT@1224|Proteobacteria,2VTYP@28216|Betaproteobacteria,1KQ3N@119066|unclassified Betaproteobacteria	28216|Betaproteobacteria	J	Belongs to the bacterial ribosomal protein bS16 family	rpsP	-	-	ko:K02959	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S16
tr|A0A4P6X3S0|A0A4P6X3S0_HYDPS	296591.Bpro_3877	2.7e-118	431.8	COG0697@1|root,COG0697@2|Bacteria,1MYHQ@1224|Proteobacteria,2VJMU@28216|Betaproteobacteria,4A9V0@80864|Comamonadaceae	28216|Betaproteobacteria	EG	Permeases of the drug metabolite transporter (DMT) superfamily	eamA1	-	-	-	-	-	-	-	-	-	-	-	EamA
tr|A0A4P6X8J0|A0A4P6X8J0_HYDPS	614083.AWQR01000046_gene3338	5.9e-39	166.8	2AX91@1|root,31P80@2|Bacteria,1N25K@1224|Proteobacteria,2VSYQ@28216|Betaproteobacteria,4AEIJ@80864|Comamonadaceae	28216|Betaproteobacteria	N	Functions in complex with FlhC as a master transcriptional regulator that regulates transcription of several flagellar and non-flagellar operons by binding to their promoter region. Activates expression of class 2 flagellar genes, including fliA, which is a flagellum-specific sigma factor that turns on the class 3 genes. Also regulates genes whose products function in a variety of physiological pathways	flhD	-	-	ko:K02403	ko02020,ko02024,ko02026,ko02040,map02020,map02024,map02026,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FlhD
tr|A0A4V1AC20|A0A4V1AC20_HYDPS	614083.AWQR01000017_gene2255	4.5e-69	267.7	COG2854@1|root,COG2854@2|Bacteria,1NKFA@1224|Proteobacteria,2VR85@28216|Betaproteobacteria,4ACMY@80864|Comamonadaceae	28216|Betaproteobacteria	Q	toluene tolerance family protein	ttg2D	-	-	ko:K07323	ko02010,map02010	M00210	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	-	MlaC
tr|A0A4P6WZY0|A0A4P6WZY0_HYDPS	1123504.JQKD01000018_gene2031	1.1e-159	569.7	COG0144@1|root,COG0144@2|Bacteria,1MV2Q@1224|Proteobacteria,2VI1D@28216|Betaproteobacteria,4A9KC@80864|Comamonadaceae	28216|Betaproteobacteria	J	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	rsmB_2	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0031974,GO:0031981,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:1901360	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N
tr|A0A4P6WTB4|A0A4P6WTB4_HYDPS	1123504.JQKD01000006_gene1442	2.3e-97	361.7	COG0522@1|root,COG0522@2|Bacteria,1MW0U@1224|Proteobacteria,2VGZH@28216|Betaproteobacteria,4AAGU@80864|Comamonadaceae	28216|Betaproteobacteria	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	-	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
tr|A0A4P6X0R1|A0A4P6X0R1_HYDPS	365044.Pnap_1108	2.1e-207	728.4	COG1109@1|root,COG1109@2|Bacteria,1MUA5@1224|Proteobacteria,2VJ29@28216|Betaproteobacteria,4ABAF@80864|Comamonadaceae	28216|Betaproteobacteria	G	phosphoglucomutase phosphomannomutase alpha beta alpha domain I	algC	GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0004614,GO:0004615,GO:0005488,GO:0005975,GO:0005976,GO:0006082,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009243,GO:0009244,GO:0009311,GO:0009312,GO:0009405,GO:0009987,GO:0016051,GO:0016053,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0019752,GO:0033692,GO:0034637,GO:0034645,GO:0042120,GO:0042121,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0044419,GO:0046394,GO:0046401,GO:0046402,GO:0046872,GO:0051704,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840,ko:K15778	ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00114,M00549	R00959,R01057,R01818,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
tr|A0A4P6WVG0|A0A4P6WVG0_HYDPS	1223521.BBJX01000001_gene997	1.1e-180	639.4	COG3391@1|root,COG3391@2|Bacteria,1QD5Q@1224|Proteobacteria,2VH1W@28216|Betaproteobacteria,4ACN8@80864|Comamonadaceae	28216|Betaproteobacteria	S	cytochrome d1 heme region	nirF	-	-	ko:K19345	-	-	-	-	ko00000	-	-	-	Cytochrom_D1
tr|A0A4P6WZN1|A0A4P6WZN1_HYDPS	395495.Lcho_2377	5.1e-82	311.2	COG0583@1|root,COG0583@2|Bacteria,1R785@1224|Proteobacteria,2VJ38@28216|Betaproteobacteria,1KKRM@119065|unclassified Burkholderiales	28216|Betaproteobacteria	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
tr|A0A4P6WWN6|A0A4P6WWN6_HYDPS	365044.Pnap_0299	5e-130	471.1	COG0683@1|root,COG0683@2|Bacteria,1MWR8@1224|Proteobacteria,2VHH6@28216|Betaproteobacteria	28216|Betaproteobacteria	E	Extracellular ligand-binding receptor	-	-	-	-	-	-	-	-	-	-	-	-	Peripla_BP_6
tr|A0A4P6WVT3|A0A4P6WVT3_HYDPS	1286631.X805_22600	1.1e-175	622.5	COG3618@1|root,COG3618@2|Bacteria,1N2QM@1224|Proteobacteria,2VIDM@28216|Betaproteobacteria,1KJZX@119065|unclassified Burkholderiales	28216|Betaproteobacteria	S	Amidohydrolase	-	-	3.1.1.57	ko:K10221	ko00362,ko00627,ko01120,map00362,map00627,map01120	-	R04277	RC03110	ko00000,ko00001,ko01000	-	-	-	Amidohydro_2
tr|A0A4V1AB57|A0A4V1AB57_HYDPS	358220.C380_03425	5.6e-58	230.3	COG1607@1|root,COG1607@2|Bacteria,1MZAZ@1224|Proteobacteria,2VR9M@28216|Betaproteobacteria,4AE0U@80864|Comamonadaceae	28216|Betaproteobacteria	I	Thioesterase superfamily protein	yciA	-	-	ko:K10806	ko01040,map01040	-	-	-	ko00000,ko00001,ko01000,ko01004	-	-	-	4HBT
tr|A0A4P6X347|A0A4P6X347_HYDPS	1286631.X805_00550	0.0	1137.9	COG0129@1|root,COG0129@2|Bacteria,1MUTQ@1224|Proteobacteria,2VH5Q@28216|Betaproteobacteria,1KIZ8@119065|unclassified Burkholderiales	28216|Betaproteobacteria	H	Belongs to the IlvD Edd family	ilvD	-	4.2.1.9	ko:K01687	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R01209,R04441,R05070	RC00468,RC01714	ko00000,ko00001,ko00002,ko01000	-	-	-	ILVD_EDD
tr|A0A4P6X3E7|A0A4P6X3E7_HYDPS	232721.Ajs_1052	5e-66	257.7	COG3028@1|root,COG3028@2|Bacteria,1MZ4R@1224|Proteobacteria,2VSGZ@28216|Betaproteobacteria,4ADKX@80864|Comamonadaceae	28216|Betaproteobacteria	S	Belongs to the UPF0307 family	yjgA	-	-	ko:K09889	-	-	-	-	ko00000,ko03009	-	-	-	DUF615
tr|A0A4P6X9N5|A0A4P6X9N5_HYDPS	1123255.JHYS01000020_gene2730	1e-145	523.5	COG0642@1|root,COG0642@2|Bacteria,1MX6R@1224|Proteobacteria,2VIZI@28216|Betaproteobacteria,4AAQV@80864|Comamonadaceae	28216|Betaproteobacteria	T	PFAM ATP-binding region, ATPase domain protein	phoQ	-	2.7.13.3	ko:K07637	ko01503,ko02020,map01503,map02020	M00444,M00709,M00721,M00723,M00724,M00744	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022	-	-	-	HATPase_c
tr|A0A4P6X1L2|A0A4P6X1L2_HYDPS	614083.AWQR01000010_gene1605	9.5e-238	829.3	COG3333@1|root,COG3333@2|Bacteria,1MUKR@1224|Proteobacteria,2VHKU@28216|Betaproteobacteria,4AAHM@80864|Comamonadaceae	28216|Betaproteobacteria	S	Tripartite tricarboxylate transporter TctA family	tctA4	-	-	ko:K07793	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.80.1	-	-	TctA
tr|A0A4P6WYF3|A0A4P6WYF3_HYDPS	543728.Vapar_1243	6.6e-155	553.5	COG0714@1|root,COG0714@2|Bacteria,1MUFN@1224|Proteobacteria,2VKJJ@28216|Betaproteobacteria,4AD31@80864|Comamonadaceae	28216|Betaproteobacteria	S	ATPase associated with various cellular activities, AAA_3	-	-	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_3
tr|A0A4P6WZI3|A0A4P6WZI3_HYDPS	1100721.ALKO01000021_gene558	9.7e-163	579.3	COG2159@1|root,COG2159@2|Bacteria,1MUUR@1224|Proteobacteria,2VJXA@28216|Betaproteobacteria,4AB8B@80864|Comamonadaceae	28216|Betaproteobacteria	S	PFAM amidohydrolase 2	-	-	-	ko:K07045	-	-	-	-	ko00000	-	-	-	Amidohydro_2
tr|A0A4P6X5W1|A0A4P6X5W1_HYDPS	1245471.PCA10_04900	1.9e-263	914.8	COG1231@1|root,COG1231@2|Bacteria,1MV82@1224|Proteobacteria,1S000@1236|Gammaproteobacteria,1YEZ9@136841|Pseudomonas aeruginosa group	1236|Gammaproteobacteria	E	Flavin containing amine oxidoreductase	iaaM	-	1.13.12.3	ko:K00466	ko00380,map00380	-	R00679	RC00213	ko00000,ko00001,ko01000	-	-	iJN746.PP_0383	Amino_oxidase
tr|A0A4P6X2E1|A0A4P6X2E1_HYDPS	1123504.JQKD01000004_gene5043	0.0	1155.6	COG0365@1|root,COG0365@2|Bacteria,1MXDK@1224|Proteobacteria,2VIAE@28216|Betaproteobacteria,4ABQD@80864|Comamonadaceae	28216|Betaproteobacteria	I	PFAM AMP-dependent synthetase	-	-	6.2.1.1	ko:K01895	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00357	R00235,R00236,R00316,R00926,R01354	RC00004,RC00012,RC00043,RC00070,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACAS_N,AMP-binding,AMP-binding_C
tr|A0A4P6X6H1|A0A4P6X6H1_HYDPS	1395571.TMS3_0123110	1.3e-90	339.7	COG0384@1|root,COG0384@2|Bacteria,1MUAS@1224|Proteobacteria,1S0T9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	phenazine biosynthesis protein	yddE	-	-	-	-	-	-	-	-	-	-	-	PhzC-PhzF
tr|A0A4P6WTM9|A0A4P6WTM9_HYDPS	595537.Varpa_5637	1.6e-115	422.5	COG1893@1|root,COG1893@2|Bacteria,1P0AW@1224|Proteobacteria,2VKYM@28216|Betaproteobacteria,4AA9N@80864|Comamonadaceae	28216|Betaproteobacteria	H	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid	apbA	-	1.1.1.169	ko:K00077	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R02472	RC00726	ko00000,ko00001,ko00002,ko01000	-	-	-	ApbA,ApbA_C
tr|A0A4P6X0Y5|A0A4P6X0Y5_HYDPS	358220.C380_05520	4.6e-115	421.0	COG2321@1|root,COG2321@2|Bacteria,1MU4U@1224|Proteobacteria,2VH8U@28216|Betaproteobacteria,4AA6V@80864|Comamonadaceae	28216|Betaproteobacteria	S	Putative neutral zinc metallopeptidase	-	-	-	ko:K07054	-	-	-	-	ko00000	-	-	-	Zn_peptidase
tr|A0A4P6WY36|A0A4P6WY36_HYDPS	296591.Bpro_5283	1e-142	512.7	COG1024@1|root,COG1024@2|Bacteria,1Q51H@1224|Proteobacteria,2VIMS@28216|Betaproteobacteria,4ADDI@80864|Comamonadaceae	28216|Betaproteobacteria	I	Enoyl-CoA hydratase/isomerase	-	-	4.2.1.17	ko:K01692	ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01212	M00032,M00087	R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06411,R06412,R06942,R08093	RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115	ko00000,ko00001,ko00002,ko01000	-	-	-	ECH_1
tr|A0A4P6WWM3|A0A4P6WWM3_HYDPS	232721.Ajs_1719	1.6e-45	188.7	COG3215@1|root,COG3215@2|Bacteria,1RGWZ@1224|Proteobacteria,2VT2B@28216|Betaproteobacteria,4AEEB@80864|Comamonadaceae	28216|Betaproteobacteria	NU	PFAM Type IV pilus assembly PilZ	pilZ	-	-	ko:K02676	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	PilZ
tr|A0A4P6X1B0|A0A4P6X1B0_HYDPS	232721.Ajs_2047	4.8e-67	260.4	COG0346@1|root,COG0346@2|Bacteria,1RCYX@1224|Proteobacteria,2VR7R@28216|Betaproteobacteria,4AE81@80864|Comamonadaceae	28216|Betaproteobacteria	E	Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione	gloA	-	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase
tr|A0A4P6WRY5|A0A4P6WRY5_HYDPS	596154.Alide2_3708	4.3e-81	308.1	COG1575@1|root,COG1575@2|Bacteria,1MXQQ@1224|Proteobacteria,2VJX1@28216|Betaproteobacteria,4AFUD@80864|Comamonadaceae	28216|Betaproteobacteria	H	PFAM UbiA prenyltransferase	menA	-	2.5.1.74	ko:K02548	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R05617,R06858,R10757	RC02935,RC02936,RC03264	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	UbiA
tr|A0A4V1ABE4|A0A4V1ABE4_HYDPS	1157708.KB907450_gene5812	1.1e-59	236.9	2A20V@1|root,30QAU@2|Bacteria,1RDQH@1224|Proteobacteria,2VQZV@28216|Betaproteobacteria,4ADSI@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6WVG4|A0A4P6WVG4_HYDPS	1458275.AZ34_12160	6.3e-147	526.9	COG0078@1|root,COG0078@2|Bacteria,1MUFM@1224|Proteobacteria,2VIVG@28216|Betaproteobacteria,4AB2W@80864|Comamonadaceae	28216|Betaproteobacteria	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	GO:0000050,GO:0003674,GO:0003824,GO:0004585,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0016743,GO:0019627,GO:0019752,GO:0034641,GO:0042450,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
tr|A0A4P6X7Q2|A0A4P6X7Q2_HYDPS	365046.Rta_31940	2.2e-257	894.8	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,2VHQ1@28216|Betaproteobacteria,4AA92@80864|Comamonadaceae	28216|Betaproteobacteria	NU	PFAM Type II secretion system protein E	gspE1	-	-	ko:K02454,ko:K02652	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02035,ko02044	3.A.15,3.A.15.2	-	-	T2SSE,T2SSE_N
tr|A0A4P6X079|A0A4P6X079_HYDPS	1122962.AULH01000007_gene1739	1.5e-46	192.2	COG0346@1|root,COG0346@2|Bacteria,1N0VU@1224|Proteobacteria,2UETC@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase,Glyoxalase_4
tr|A0A4P6X7C3|A0A4P6X7C3_HYDPS	62928.azo2457	6e-104	385.2	COG2202@1|root,COG4251@1|root,COG2202@2|Bacteria,COG4251@2|Bacteria,1NWNJ@1224|Proteobacteria,2WGQ7@28216|Betaproteobacteria,2KZW2@206389|Rhodocyclales	206389|Rhodocyclales	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,PAS_3
tr|A0A4P6X555|A0A4P6X555_HYDPS	543728.Vapar_4538	1.8e-62	246.1	COG4544@1|root,COG4544@2|Bacteria,1MZQU@1224|Proteobacteria,2VUGI@28216|Betaproteobacteria,4AESZ@80864|Comamonadaceae	28216|Betaproteobacteria	S	Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division	-	-	-	ko:K14160	-	-	-	-	ko00000,ko03400	-	-	-	-
tr|A0A4P6X575|A0A4P6X575_HYDPS	338969.Rfer_0579	9.2e-87	326.6	COG0704@1|root,COG0704@2|Bacteria,1MUMI@1224|Proteobacteria,2VI2C@28216|Betaproteobacteria,4AB37@80864|Comamonadaceae	28216|Betaproteobacteria	P	Plays a role in the regulation of phosphate uptake	phoU	-	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU
tr|A0A4P6WTD6|A0A4P6WTD6_HYDPS	543728.Vapar_5005	3.6e-94	351.3	COG0664@1|root,COG0664@2|Bacteria,1MUHT@1224|Proteobacteria,2VI43@28216|Betaproteobacteria,4ACD6@80864|Comamonadaceae	28216|Betaproteobacteria	K	Transcriptional regulator, Crp Fnr family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Crp_2,cNMP_binding
tr|A0A4P6WXT7|A0A4P6WXT7_HYDPS	1242864.D187_008894	2.6e-135	488.4	COG1172@1|root,COG1172@2|Bacteria,1MX7D@1224|Proteobacteria,42QIH@68525|delta/epsilon subdivisions,2WIR8@28221|Deltaproteobacteria,2Z1HA@29|Myxococcales	28221|Deltaproteobacteria	P	Belongs to the binding-protein-dependent transport system permease family	rbsC	-	-	ko:K02057,ko:K10440,ko:K10538	ko02010,map02010	M00212,M00213,M00221	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.2	-	-	BPD_transp_2
tr|A0A4P6WY39|A0A4P6WY39_HYDPS	1122214.AQWH01000028_gene139	9.8e-47	193.0	COG1959@1|root,COG1959@2|Bacteria,1RGVW@1224|Proteobacteria,2UA5C@28211|Alphaproteobacteria,2PKXH@255475|Aurantimonadaceae	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	Rrf2
tr|A0A4P6WTX4|A0A4P6WTX4_HYDPS	1223521.BBJX01000001_gene874	1e-127	463.0	COG0501@1|root,COG0501@2|Bacteria,1MUV4@1224|Proteobacteria,2VIVB@28216|Betaproteobacteria,4ABS5@80864|Comamonadaceae	28216|Betaproteobacteria	O	Belongs to the peptidase M48B family	htpX	-	-	ko:K03799	-	M00743	-	-	ko00000,ko00002,ko01000,ko01002	-	-	-	Peptidase_M48
tr|A0A4P6WVX6|A0A4P6WVX6_HYDPS	395495.Lcho_3788	5.6e-96	357.8	COG1275@1|root,COG1275@2|Bacteria,1MVPG@1224|Proteobacteria,2VKP1@28216|Betaproteobacteria,1KJCH@119065|unclassified Burkholderiales	28216|Betaproteobacteria	P	C4-dicarboxylate transporter malic acid transport protein	-	-	-	ko:K03304	-	-	-	-	ko00000,ko02000	2.A.16.1	-	-	SLAC1
tr|A0A4V1ABX1|A0A4V1ABX1_HYDPS	535289.Dtpsy_1388	9e-132	476.9	COG2956@1|root,COG2956@2|Bacteria,1MVDP@1224|Proteobacteria,2VH49@28216|Betaproteobacteria,4AC62@80864|Comamonadaceae	28216|Betaproteobacteria	G	Modulates cellular lipopolysaccharide (LPS) levels by regulating LpxC, which is involved in lipid A biosynthesis. May act by modulating the proteolytic activity of FtsH towards LpxC. May also coordinate assembly of proteins involved in LPS synthesis at the plasma membrane	lapB	-	-	ko:K19804	-	-	-	-	ko00000	-	-	-	TPR_16,TPR_7
tr|A0A4P6X1I2|A0A4P6X1I2_HYDPS	1458275.AZ34_15275	3.8e-77	294.7	COG1943@1|root,COG1943@2|Bacteria,1P19I@1224|Proteobacteria,2VKZ3@28216|Betaproteobacteria,4AB1D@80864|Comamonadaceae	28216|Betaproteobacteria	L	Transposase IS200 like	-	-	-	ko:K07491	-	-	-	-	ko00000	-	-	-	Y1_Tnp
tr|A0A4P6WYS8|A0A4P6WYS8_HYDPS	76114.ebA5362	7.2e-104	384.0	COG1638@1|root,COG1638@2|Bacteria,1MVHI@1224|Proteobacteria,2VHPP@28216|Betaproteobacteria,2KVZ4@206389|Rhodocyclales	206389|Rhodocyclales	G	Bacterial extracellular solute-binding protein, family 7	-	-	-	-	-	-	-	-	-	-	-	-	DctP
tr|A0A4P6X662|A0A4P6X662_HYDPS	296591.Bpro_2892	4.9e-40	171.8	COG0810@1|root,COG0810@2|Bacteria,1MZ9F@1224|Proteobacteria,2VKUS@28216|Betaproteobacteria,4ABB2@80864|Comamonadaceae	28216|Betaproteobacteria	M	PFAM Tol-Pal system TolA	tolA	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	TonB_2
tr|A0A4P6X4B5|A0A4P6X4B5_HYDPS	1286631.X805_23570	6.1e-35	154.1	2E53F@1|root,32ZWJ@2|Bacteria,1N6KB@1224|Proteobacteria,2VRMT@28216|Betaproteobacteria,1KM01@119065|unclassified Burkholderiales	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X5K1|A0A4P6X5K1_HYDPS	338969.Rfer_3162	5.5e-15	87.0	2E69Z@1|root,330XW@2|Bacteria,1MZGG@1224|Proteobacteria,2VW79@28216|Betaproteobacteria,4AIFK@80864|Comamonadaceae	28216|Betaproteobacteria	P	Specific class of high-redox-potential 4Fe-4S ferredoxins. Functions in anaerobic electron transport in most purple and in some other photosynthetic bacteria and in at least one genus (Paracoccus) of halophilic, denitrifying bacteria	hip	-	-	-	-	-	-	-	-	-	-	-	HIPIP
tr|A0A4P6X4G6|A0A4P6X4G6_HYDPS	1244869.H261_05709	7.9e-103	380.6	COG3920@1|root,COG3920@2|Bacteria,1MVPJ@1224|Proteobacteria,2TSSQ@28211|Alphaproteobacteria,2JT5R@204441|Rhodospirillales	204441|Rhodospirillales	T	HWE histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA_2,PAS,PAS_9
tr|A0A4V1ABV1|A0A4V1ABV1_HYDPS	1304883.KI912532_gene835	8.9e-175	619.8	COG0475@1|root,COG0475@2|Bacteria,1MVGV@1224|Proteobacteria,2VJ0E@28216|Betaproteobacteria,2KXFK@206389|Rhodocyclales	206389|Rhodocyclales	P	Sodium/hydrogen exchanger family	-	-	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger
tr|A0A4P6WVI9|A0A4P6WVI9_HYDPS	296591.Bpro_2507	4e-30	137.5	2ETVV@1|root,33MD2@2|Bacteria,1N63V@1224|Proteobacteria,2VU79@28216|Betaproteobacteria,4AIFX@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
